MQ2,MQ3,MQ5,MQ8,MQ135
59,102,18,88,640
53,103,17,83,639
60,102,16,85,640
59,105,22,86,641
57,101,18,84,633
50,101,16,88,638
49,106,19,83,635
59,104,17,87,641
56,104,17,85,639
54,102,18,83,626
60,105,18,85,640
53,104,16,84,638
62,109,16,81,640
58,106,16,88,640
57,102,15,87,639
59,106,17,87,642
55,101,16,87,638
53,102,14,86,640
57,103,19,87,642
62,103,19,87,642
57,104,20,85,641
59,105,19,90,640
46,116,16,80,647
62,95,15,84,650
64,118,22,77,638
64,94,15,96,648
57,104,6,88,639
52,96,12,101,658
64,108,9,79,642
48,113,24,77,638
61,104,19,85,643
57,102,15,82,645
54,104,15,85,641
54,106,15,86,644
57,104,15,81,639
61,105,15,87,638
58,108,20,83,645
57,99,17,83,639
57,102,15,86,645
69,91,19,83,635
53,103,17,89,641
50,106,15,89,643
58,100,19,84,641
55,103,18,86,641
59,105,17,90,640
53,105,14,89,643
62,102,18,87,643
56,105,18,87,640
59,108,16,83,644
56,101,19,87,641
58,106,19,84,643
58,106,18,88,640
61,100,16,85,641
54,102,15,94,643
66,111,26,94,653
64,95,13,99,659
69,94,7,81,640
48,122,14,89,660
64,106,15,88,638
56,92,26,78,654
47,113,23,79,634
58,93,8,98,639
64,103,19,84,643
54,101,14,85,646
60,108,15,88,641
56,107,17,88,645
57,105,16,84,636
57,104,15,85,642
55,97,15,85,643
50,101,17,79,619
63,102,17,87,643
57,106,22,81,642
58,105,17,79,643
57,105,16,81,641
59,105,18,90,643
56,104,14,85,643
55,104,14,84,638
55,104,16,82,638
55,108,14,86,640
60,104,20,84,638
59,109,14,85,644
64,104,18,85,640
56,106,15,87,643
60,99,15,84,639
61,109,17,90,639
51,102,18,83,638
63,101,25,80,650
44,114,25,97,649
70,93,19,101,657
52,107,25,81,656
54,102,17,87,649
54,123,35,76,638
66,100,5,92,650
54,119,10,93,657
61,104,20,85,641
57,100,13,88,639
61,104,18,87,642
60,102,17,85,649
55,104,16,90,641
56,102,16,85,641
60,103,22,88,639
57,105,20,86,637
55,104,15,85,644
54,101,16,86,640
60,105,18,82,641
56,104,17,88,636
61,101,16,92,654
72,93,7,90,653
68,92,14,100,637
60,112,22,95,655
56,100,15,87,636
59,102,19,86,638
62,107,15,86,642
54,101,16,91,639
54,101,15,90,647
60,101,18,85,641
53,100,18,85,642
53,106,18,86,644
53,104,17,82,642
61,106,16,88,642
60,104,22,86,642
55,108,20,88,643
56,102,20,86,646
54,103,23,87,643
60,107,15,89,640
61,107,15,85,642
60,107,16,83,641
53,98,20,87,637
57,100,16,89,640
59,105,15,82,643
57,101,14,84,641
57,105,16,89,644
53,104,13,84,640
56,103,19,83,641
61,103,16,91,641
58,100,15,88,644
56,104,20,86,643
58,101,17,83,644
56,100,14,88,641
57,107,17,84,638
53,100,21,85,643
56,100,16,89,640
59,107,12,86,643
56,102,16,83,638
54,105,18,87,642
55,103,17,84,643
53,104,17,88,641
55,109,15,84,642
57,107,22,86,640
58,104,19,86,628
54,112,18,85,641
70,95,22,79,635
54,101,12,76,643
64,90,13,97,651
73,91,26,79,656
59,108,10,78,639
55,104,22,80,643
68,108,11,98,653
55,103,15,90,638
65,105,17,87,640
57,100,12,86,643
54,106,16,89,642
59,101,19,85,645
55,106,15,82,643
60,104,19,89,641
57,107,17,82,641
63,104,22,85,639
55,104,14,93,638
57,108,18,86,644
58,103,18,85,643
58,107,17,87,657
56,118,4,98,655
66,97,9,76,649
57,106,8,75,652
53,108,10,94,643
58,106,18,82,639
62,102,17,84,648
56,104,19,85,642
57,102,20,85,644
59,107,14,83,643
62,101,20,85,646
53,105,14,84,643
62,102,18,85,645
66,100,12,85,641
68,104,10,93,653
69,97,15,75,660
52,118,8,85,638
47,109,14,97,639
57,90,17,81,653
49,118,36,97,658
65,103,21,80,639
64,106,16,83,646
57,100,16,89,641
58,100,14,91,645
55,107,18,87,640
59,100,20,85,643
61,103,16,89,644
58,102,16,90,645
56,102,18,86,649
61,103,17,79,645
49,113,33,97,643
66,97,5,89,652
48,115,25,76,636
71,108,12,86,641
66,87,9,99,643
54,120,9,83,636
59,103,13,85,639
62,103,13,85,642
57,105,17,85,644
60,99,15,88,643
52,101,23,89,646
57,106,14,87,644
57,106,21,87,643
61,106,17,87,645
55,99,7,93,643
62,108,9,86,636
60,110,16,100,656
74,95,22,95,650
45,115,29,94,637
63,102,9,97,649
74,97,18,77,639
66,109,28,92,652
61,111,13,91,637
60,102,14,85,639
45,102,17,86,643
56,111,19,85,646
57,113,21,88,643
56,105,18,89,640
54,105,12,83,640
55,101,16,89,640
59,102,16,87,642
45,109,25,90,636
66,103,10,87,644
69,110,23,74,644
73,98,6,91,655
51,107,14,87,641
54,103,20,91,654
52,117,15,97,636
60,117,8,99,659
62,99,14,88,638
60,104,16,83,644
58,102,21,91,647
61,105,21,88,645
53,104,15,84,643
55,107,18,86,638
58,105,17,86,643
56,105,19,91,645
57,107,14,88,649
61,104,16,88,637
59,103,15,87,649
60,107,16,88,645
55,101,17,83,647
58,103,32,97,657
53,95,29,98,661
63,107,20,93,652
58,100,19,85,641
62,104,15,85,643
57,100,17,84,641
57,103,18,86,641
57,103,22,85,641
55,103,13,86,642
54,105,18,88,642
55,103,19,87,642
52,113,7,97,648
54,112,14,74,649
73,103,12,76,637
50,111,29,93,654
64,105,20,89,644
57,106,19,87,641
61,100,22,87,642
56,99,19,90,627
56,106,17,86,639
55,106,18,87,643
57,105,16,87,638
55,103,18,88,638
55,106,13,86,643
57,100,15,81,641
57,102,19,87,640
55,103,14,82,645
59,106,18,83,645
57,106,13,90,646
61,105,15,88,646
62,105,15,83,645
59,108,16,86,639
52,102,18,86,642
55,105,16,87,644
59,103,15,87,644
55,103,20,89,640
61,106,18,95,647
59,101,17,81,645
54,102,18,86,641
55,100,16,87,646
57,105,21,87,642
50,103,15,86,640
57,101,20,83,646
49,116,24,85,663
44,101,19,86,642
45,119,20,90,649
65,96,8,76,641
51,97,14,86,642
65,122,18,94,654
55,116,21,76,640
58,115,29,95,651
57,100,13,87,646
51,103,15,89,640
56,106,15,86,646
54,98,17,88,642
57,105,15,83,644
58,102,16,84,644
55,104,15,96,646
66,105,14,93,649
58,99,25,97,639
55,104,18,87,646
58,104,19,86,645
55,104,17,88,642
53,101,16,90,641
50,105,15,87,643
59,103,17,92,643
60,106,17,83,637
61,104,15,83,642
57,103,16,90,646
57,107,19,85,640
59,100,20,83,641
51,101,14,86,643
56,104,18,85,645
57,104,19,89,642
61,101,20,93,647
61,110,15,98,643
73,92,17,77,632
48,113,13,91,652
49,120,19,76,633
66,101,8,82,644
61,106,13,81,637
48,118,30,90,644
68,95,10,99,657
57,96,20,86,640
59,107,16,87,638
53,102,13,92,645
56,103,16,87,642
56,107,19,90,643
58,101,20,87,641
58,105,17,87,643
48,103,19,86,632
58,106,26,93,641
59,103,21,88,642
54,107,14,86,642
56,106,16,85,642
57,105,14,88,642
58,103,12,85,642
58,106,16,92,648
55,104,18,91,645
59,107,17,84,649
58,101,16,90,637
53,100,19,84,645
60,106,16,87,641
59,102,16,89,639
55,104,17,89,642
55,108,16,88,640
57,103,19,82,641
74,109,18,94,651
53,105,34,76,638
72,95,18,80,641
64,109,10,92,653
61,111,12,87,640
61,109,6,76,647
69,99,5,80,639
74,97,4,98,658
67,103,17,83,644
56,101,14,88,643
57,103,17,88,641
52,105,15,85,637
52,102,21,92,642
59,103,16,85,642
55,109,16,89,642
64,103,13,85,642
70,94,12,80,653
57,107,8,95,661
47,113,24,86,661
46,114,25,100,662
68,92,9,99,657
72,94,23,95,651
70,97,27,77,651
71,95,18,98,657
59,104,18,83,644
61,104,18,83,643
62,103,19,91,641
55,103,14,83,645
55,102,18,91,646
56,105,15,79,641
58,105,20,86,641
54,107,15,87,641
53,120,27,74,645
55,102,15,99,653
47,118,30,88,639
63,110,9,80,647
62,102,20,86,644
52,114,30,82,639
62,113,30,74,647
51,117,26,99,652
61,101,17,84,641
58,98,17,92,644
56,103,19,86,642
57,107,19,86,642
52,102,14,87,639
54,104,14,85,643
55,99,14,86,644
51,96,14,82,637
69,101,7,97,659
60,104,20,83,649
47,115,28,79,629
55,112,25,72,642
70,97,21,88,658
72,97,13,97,658
49,116,21,84,656
60,94,12,99,657
53,101,15,91,640
58,103,12,84,644
62,100,17,85,643
59,99,14,81,646
59,106,19,87,643
56,104,19,80,639
55,100,19,85,642
57,110,21,87,644
54,101,18,83,642
52,103,15,84,638
58,102,12,85,642
54,102,19,87,643
57,105,15,86,643
57,103,9,83,642
58,103,13,87,641
56,101,18,84,645
57,100,15,85,644
55,106,17,91,644
53,102,17,83,641
59,100,20,87,647
58,101,19,91,642
53,104,16,86,641
55,97,15,82,646
58,105,15,83,638
56,100,16,85,643
56,104,17,84,646
60,101,18,83,641
55,101,14,89,645
54,104,12,86,643
58,103,13,89,643
58,100,13,85,641
57,100,12,88,643
59,106,19,88,641
50,116,29,82,634
66,99,9,80,657
51,99,19,79,640
44,108,24,88,638
55,104,19,82,641
46,111,26,87,642
47,101,12,81,658
55,103,26,71,640
60,101,19,85,642
55,102,15,84,641
62,104,15,92,643
54,104,17,85,641
56,102,21,89,642
58,108,19,87,642
51,105,18,89,641
60,101,17,87,646
56,105,17,88,643
54,117,25,86,643
52,113,13,90,658
65,100,18,98,652
49,102,28,89,657
55,108,35,95,654
70,94,10,93,645
53,109,10,93,641
56,99,15,85,642
55,102,21,88,642
56,103,20,83,643
56,101,13,84,637
56,99,16,84,645
59,100,12,84,639
58,105,14,85,643
54,103,16,77,635
57,119,11,99,640
55,106,27,83,650
60,110,11,91,649
58,98,17,77,641
71,91,9,75,646
60,115,6,96,652
63,110,30,80,638
58,103,16,87,644
57,105,17,84,640
61,99,19,88,639
56,103,17,88,642
57,99,19,86,640
52,95,20,88,644
55,103,14,85,642
55,104,17,84,642
59,103,17,83,648
62,106,17,84,644
58,98,17,88,645
49,104,17,80,640
55,103,15,79,643
55,106,14,86,647
55,102,17,89,645
55,107,17,83,641
48,105,18,87,644
65,105,18,75,644
56,104,16,82,638
53,105,15,85,641
55,102,21,84,642
55,103,17,90,644
58,98,15,85,644
58,100,16,84,642
72,96,9,79,645
45,110,15,106,656
44,120,11,97,640
65,99,9,88,642
67,93,8,83,647
44,112,30,74,644
58,108,11,79,637
56,108,24,103,660
61,115,27,77,639
59,94,17,89,646
58,104,20,84,642
58,106,15,85,647
63,110,21,84,644
56,102,16,87,647
52,102,15,85,643
57,106,16,92,643
54,107,18,86,636
55,104,15,87,645
52,101,17,85,648
60,105,17,83,641
58,102,18,89,643
60,105,14,86,647
58,109,18,86,642
52,104,16,86,644
52,104,18,84,645
51,104,13,89,644
61,100,17,87,647
55,103,14,88,643
58,101,17,86,644
57,109,16,86,640
57,108,16,88,642
52,100,15,87,650
59,101,10,94,639
72,102,25,79,647
65,99,16,74,664
73,99,9,93,643
60,97,9,80,650
52,103,15,98,647
45,119,25,94,651
55,123,30,84,652
58,96,16,91,654
60,106,17,86,646
52,103,17,83,640
58,98,16,94,643
58,107,18,88,642
58,105,14,87,640
54,101,15,87,640
57,110,19,85,640
58,108,7,80,648
59,104,15,90,642
58,104,17,88,645
62,108,15,86,642
58,102,16,86,647
55,103,20,89,644
56,105,14,86,643
62,104,17,85,644
55,103,19,83,640
54,100,14,86,641
57,104,18,83,646
60,101,17,84,645
61,107,19,90,643
55,106,19,88,644
58,100,14,84,642
61,104,13,83,643
60,103,18,91,652
71,105,8,102,643
62,115,19,88,639
60,108,32,80,655
70,91,11,82,635
57,104,16,90,654
73,93,6,100,652
49,105,5,104,636
54,94,9,96,642
58,106,16,89,648
61,108,16,87,648
63,102,18,88,642
58,102,16,84,642
61,105,17,85,640
58,102,17,86,647
55,103,12,83,642
68,108,15,83,642
71,111,29,97,657
41,109,18,96,646
63,98,11,100,655
55,112,32,78,641
48,111,19,77,637
48,117,27,83,648
65,95,20,82,646
59,101,18,90,643
59,106,18,87,641
54,103,16,88,644
55,103,15,86,641
55,102,15,88,651
55,105,18,90,646
53,99,15,87,646
53,107,13,85,640
65,112,8,89,639
61,115,34,86,650
57,117,22,74,637
56,117,22,89,638
50,112,13,88,642
53,111,17,73,652
77,103,16,86,638
73,103,11,78,649
61,111,9,101,661
58,102,15,92,646
49,99,14,86,641
56,97,12,85,646
59,104,19,90,643
54,102,13,89,644
55,105,16,89,643
62,107,14,87,644
59,99,18,89,644
59,100,18,82,642
59,108,17,87,645
54,100,14,86,640
57,100,17,87,654
61,108,6,93,661
46,112,30,75,643
51,106,15,85,648
59,107,15,86,643
61,101,13,88,640
58,103,18,89,642
56,105,16,90,642
55,98,13,86,641
62,102,18,87,645
57,105,16,84,638
52,105,24,90,642
53,116,15,93,655
58,101,22,82,642
47,111,30,91,662
75,112,8,80,636
57,100,20,89,643
61,107,19,89,642
59,108,19,88,643
58,99,20,86,640
58,104,20,90,629
63,102,15,89,647
64,107,18,91,646
58,104,18,89,644
59,105,17,88,643
58,101,17,86,644
58,103,13,92,645
56,102,20,89,645
54,105,17,87,640
56,106,15,86,644
58,110,17,79,641
56,102,18,86,646
56,104,20,93,645
58,101,18,88,644
57,102,17,83,643
54,106,18,89,642
53,104,11,85,643
53,106,19,91,642
57,104,15,89,642
60,106,19,85,640
54,100,17,86,643
59,105,19,90,644
57,99,21,85,644
58,104,16,87,641
60,104,16,92,647
58,100,14,87,642
56,105,15,89,640
58,103,17,88,647
52,103,14,84,643
63,101,18,87,648
61,103,17,88,643
56,102,18,82,647
52,102,14,93,642
59,105,15,85,639
56,104,17,86,646
51,109,16,90,639
58,108,18,84,647
56,98,17,90,644
57,107,19,84,646
61,109,20,81,645
53,105,19,92,644
56,102,15,87,645
57,110,17,81,645
61,100,8,87,646
95,103,15,85,640
56,101,17,90,642
58,106,19,86,641
58,100,16,90,640
59,103,20,88,646
55,105,23,86,643
59,102,17,89,641
61,101,20,85,645
59,104,20,90,642
55,103,13,87,647
57,108,16,89,643
55,105,21,88,643
59,103,15,92,643
59,105,16,91,646
62,106,18,89,645
59,107,19,94,645
55,107,14,86,645
55,101,16,88,638
52,106,21,91,631
64,103,21,86,639
54,103,21,87,643
58,107,18,85,647
56,112,19,84,648
57,104,21,85,651
63,107,14,83,642
54,99,18,85,642
63,104,17,89,649
53,107,16,86,643
59,103,12,86,641
58,103,16,89,645
58,108,15,86,647
54,100,15,87,644
56,105,17,90,648
54,104,18,86,637
60,102,13,89,641
54,98,18,87,645
65,107,18,86,644
62,101,15,84,638
55,101,15,88,642
62,105,17,81,644
53,105,15,83,641
58,104,17,86,646
56,101,15,83,644
63,106,17,89,647
56,109,16,88,644
60,105,17,87,645
54,106,28,94,646
67,94,22,85,643
59,107,15,94,658
77,96,21,87,653
62,99,11,77,641
49,106,14,93,660
56,100,19,89,642
56,101,12,81,649
59,106,12,81,643
55,101,14,87,636
57,102,18,89,644
57,104,16,85,645
61,103,17,86,645
55,103,18,83,645
55,104,17,84,651
60,108,20,84,644
58,104,21,87,641
58,102,18,89,646
58,105,14,83,646
71,96,7,87,646
68,104,10,82,662
56,109,35,80,636
56,110,21,83,640
56,95,6,79,639
59,104,18,89,651
57,105,13,80,645
60,108,15,89,641
56,106,15,83,641
53,104,17,89,646
57,108,17,83,646
57,105,12,85,644
59,101,15,101,650
71,97,22,76,641
72,96,8,77,638
66,104,24,79,639
54,113,8,80,644
61,104,18,83,654
63,110,7,86,642
62,105,17,73,653
57,107,17,82,647
58,106,19,86,641
57,108,16,87,643
61,102,18,83,648
56,102,17,85,646
54,105,13,86,642
60,104,15,88,640
55,105,22,90,659
45,117,29,83,647
56,105,19,82,640
62,101,16,85,647
59,102,21,90,644
59,99,15,83,645
61,111,20,91,646
55,99,17,86,645
54,108,13,87,649
55,100,20,87,641
58,104,20,87,640
59,100,12,83,641
56,103,19,85,644
60,106,18,85,644
59,102,17,88,646
55,107,12,83,643
56,107,19,88,647
63,98,18,74,649
75,95,26,85,657
51,119,31,95,653
50,98,22,78,635
61,107,20,83,644
61,110,24,99,656
68,93,15,83,648
60,118,17,94,652
61,99,21,81,645
62,106,15,85,647
52,105,17,85,642
57,105,17,81,647
57,107,18,92,644
61,108,17,89,639
52,100,22,86,646
58,109,16,85,645
61,105,17,92,641
57,102,21,90,644
59,105,20,86,643
56,105,17,83,646
61,105,17,87,643
63,101,19,88,644
59,106,16,84,638
57,106,12,83,647
60,108,20,86,644
64,107,19,85,648
56,108,19,83,643
56,102,17,84,642
58,104,18,83,647
59,104,15,87,646
56,104,16,86,645
58,108,20,85,648
52,105,14,89,656
67,95,7,99,648
66,90,17,92,655
75,96,9,85,641
69,107,24,76,649
47,122,26,78,656
68,100,5,83,637
47,119,26,82,637
46,109,25,88,651
58,106,16,94,642
64,105,18,87,641
52,106,19,86,647
60,102,18,86,644
52,103,16,83,641
57,103,14,84,643
55,107,19,87,642
58,100,16,90,647
59,102,20,88,642
55,105,19,83,643
60,107,16,87,644
59,108,20,88,643
58,102,14,88,641
55,97,9,102,648
47,118,29,78,645
68,105,19,85,644
60,108,18,81,643
57,104,16,88,640
55,101,16,85,646
56,101,18,89,646
53,107,14,86,649
56,102,19,87,643
65,100,16,86,647
68,100,16,98,662
69,92,17,101,657
59,119,29,96,643
69,114,17,76,646
61,103,15,87,645
58,99,18,93,663
58,103,25,94,640
62,118,22,79,651
51,101,11,85,636
56,105,18,87,645
54,104,14,90,643
58,105,16,91,648
58,106,18,90,648
56,104,18,89,647
57,106,15,88,643
54,107,16,87,650
59,110,17,84,639
57,100,15,88,649
60,108,12,99,661
68,93,21,85,639
43,118,28,84,644
51,110,32,97,660
51,121,24,78,638
42,116,15,84,648
59,108,19,88,642
65,103,17,87,648
59,105,16,89,647
57,104,14,84,646
57,103,16,84,641
54,102,19,88,648
56,99,19,84,643
58,103,16,88,645
59,100,15,85,648
59,98,16,88,645
56,100,18,84,641
58,105,20,85,641
57,107,17,90,641
56,103,19,87,646
53,103,18,85,643
57,106,17,90,647
55,101,11,85,648
55,100,17,87,639
57,106,14,81,639
54,104,17,84,650
60,103,18,88,646
58,103,16,85,644
62,103,21,92,647
57,103,18,84,644
57,102,20,88,643
58,106,17,88,645
53,105,15,86,642
62,103,19,85,642
62,105,16,90,641
47,105,14,91,644
60,107,14,86,646
57,99,18,84,645
57,103,16,84,644
58,102,13,88,645
60,108,17,88,653
59,108,18,82,644
57,102,13,87,641
60,102,22,87,645
61,89,20,86,646
56,102,17,83,641
60,104,15,85,640
55,102,13,87,642
59,107,30,95,660
60,110,7,81,659
70,93,10,94,654
60,96,21,77,644
70,95,11,94,661
63,111,11,93,652
62,96,13,100,659
57,102,16,87,641
62,100,18,84,640
57,102,18,85,643
55,106,21,87,645
57,104,20,84,644
55,92,18,80,648
59,106,19,85,643
57,107,19,87,648
63,102,18,89,645
69,111,26,78,661
52,113,28,74,648
44,119,25,83,652
48,106,18,85,639
61,103,21,83,645
55,105,18,87,644
55,100,21,87,648
57,101,22,86,644
61,108,19,83,648
59,103,20,89,646
57,101,19,88,644
59,107,19,89,643
54,100,15,84,645
54,107,18,84,645
56,101,18,88,643
56,100,19,88,653
57,97,11,86,638
59,97,24,91,661
45,113,19,98,660
68,98,11,80,636
57,113,7,86,643
71,114,19,77,636
48,119,29,85,659
60,104,17,87,644
51,101,19,87,647
67,105,20,87,644
57,103,17,82,642
59,103,16,84,643
55,107,14,87,644
61,108,18,86,646
61,105,19,84,646
60,104,22,76,637
59,105,17,88,663
49,120,7,81,640
72,109,22,96,650
68,106,18,84,637
64,103,7,97,660
69,104,6,99,657
51,121,34,89,646
62,107,16,79,647
59,106,14,88,649
57,103,18,85,645
58,104,19,87,641
58,103,16,86,648
62,100,16,84,646
50,108,10,85,644
53,99,15,81,646
73,95,15,89,650
75,94,7,98,659
66,101,19,86,636
65,106,17,77,642
57,104,18,85,645
60,101,13,90,648
52,99,20,83,639
49,107,23,78,658
70,108,17,81,640
61,104,18,89,646
56,100,18,84,642
56,101,14,87,644
62,105,19,88,651
60,107,15,81,647
60,103,17,88,646
54,107,18,83,645
58,104,16,83,646
61,106,12,82,652
70,93,13,85,641
64,100,24,82,640
47,110,26,79,658
54,106,23,97,663
74,95,24,75,642
61,104,7,87,663
63,105,13,84,645
61,104,16,85,645
60,105,16,87,646
56,103,16,86,645
55,105,16,83,643
58,106,14,85,643
53,109,18,88,646
63,104,15,83,647
70,113,12,94,659
64,113,19,94,639
44,118,23,97,652
70,92,13,78,643
63,109,15,89,648
76,89,15,84,659
44,118,31,78,639
73,99,8,82,638
66,111,9,94,648
61,103,18,86,642
57,106,20,84,641
59,108,18,85,646
54,106,17,85,647
60,107,17,86,649
55,107,17,84,647
62,109,21,84,647
57,105,14,87,648
60,102,19,89,641
53,98,15,82,648
57,104,17,89,644
58,105,13,87,645
58,112,14,82,643
62,100,18,88,648
57,108,13,83,639
57,101,14,84,646
57,103,19,87,643
54,101,17,91,647
60,108,16,88,646
61,104,17,90,647
60,103,17,88,647
52,105,14,83,639
59,105,17,82,648
49,119,9,103,657
53,112,15,95,650
62,102,6,95,658
51,117,26,99,657
54,104,18,92,646
71,93,6,83,654
55,111,29,78,640
116,109,12,101,663
55,118,28,88,660
55,105,17,88,647
58,105,15,86,646
51,102,16,84,649
61,105,17,90,647
55,104,19,88,651
53,105,18,83,643
54,105,21,87,644
56,104,20,80,647
60,103,19,87,650
56,105,15,86,644
57,106,21,84,646
59,103,14,85,644
56,106,21,82,650
59,104,19,82,649
60,109,19,83,647
62,106,16,85,643
55,106,16,85,651
58,106,21,86,649
56,107,17,88,646
56,105,15,88,644
59,104,18,84,644
63,104,16,83,645
63,105,22,87,646
58,105,17,76,647
51,120,21,97,658
70,104,28,93,658
65,110,16,100,662
65,109,6,102,666
59,104,19,87,646
54,104,17,85,660
64,101,12,84,651
59,118,8,84,655
59,95,19,87,648
57,99,14,85,647
53,111,16,83,640
55,108,14,89,647
60,106,18,84,646
56,97,20,88,642
57,101,16,86,641
59,106,14,83,642
63,101,19,89,639
58,104,19,85,644
59,106,16,87,643
55,103,17,91,645
57,105,15,85,646
63,102,21,77,645
59,104,13,82,645
59,102,17,92,647
60,104,19,85,643
55,102,18,87,650
58,104,17,81,645
54,100,17,88,646
58,100,13,87,647
60,105,17,90,642
51,104,22,88,644
73,100,10,100,655
66,97,14,77,639
73,90,17,90,654
45,119,27,93,649
53,102,18,93,662
57,109,7,99,658
47,106,14,97,655
52,115,23,88,650
72,107,14,87,648
55,103,16,86,644
55,112,19,87,644
61,102,18,87,642
58,109,19,86,644
58,110,16,86,645
60,107,18,82,645
55,98,19,85,641
60,101,19,84,643
52,99,18,85,643
54,101,16,89,645
57,108,18,86,644
56,104,14,88,647
56,99,13,85,646
58,104,16,89,647
59,103,17,88,646
53,103,16,88,644
56,100,15,86,645
54,104,15,82,641
59,106,15,85,646
56,106,18,87,640
60,104,17,89,646
58,106,20,90,648
59,101,20,84,644
59,104,19,83,646
60,107,15,87,644
61,110,18,88,643
57,107,17,86,643
59,103,17,92,648
60,106,18,87,642
60,106,15,83,642
58,102,16,86,650
56,104,18,87,645
56,103,18,87,645
54,107,18,86,644
58,104,18,85,645
55,99,17,82,646
60,104,14,88,647
56,106,14,89,648
55,105,19,87,645
60,106,15,85,645
54,104,21,90,650
62,101,16,89,645
63,107,17,87,647
61,104,14,87,647
59,105,18,93,641
62,108,20,89,644
59,107,15,88,643
63,92,18,86,647
62,105,18,86,642
56,107,14,89,646
51,119,32,84,661
60,111,26,78,645
72,93,9,100,654
65,89,9,80,648
60,119,26,87,646
48,106,25,82,641
76,91,11,71,644
50,111,19,84,646
59,102,29,91,644
57,104,14,88,646
59,101,16,85,645
61,105,16,88,648
50,103,18,85,643
57,104,16,83,645
57,103,20,87,649
61,104,16,85,643
58,108,15,86,643
58,105,20,85,645
61,103,18,85,644
58,103,17,89,641
60,109,19,85,649
51,99,19,84,643
56,106,16,86,650
62,100,19,87,645
61,101,15,84,647
56,104,16,85,648
58,105,14,87,643
58,107,14,80,643
58,101,17,86,640
61,104,15,87,647
61,104,21,87,640
55,106,12,84,646
59,107,14,88,648
55,105,20,77,645
60,103,17,85,648
55,106,18,82,642
58,100,18,86,650
54,102,15,88,645
53,105,20,87,663
50,111,8,87,662
71,95,7,79,641
54,88,6,96,665
70,98,23,102,651
52,98,6,101,649
51,114,27,89,653
58,123,29,74,639
60,100,9,100,652
61,101,16,82,646
57,104,12,83,651
59,99,13,86,643
59,102,15,90,646
58,105,19,91,642
57,105,16,90,644
57,106,17,86,652
59,104,16,83,647
55,106,17,86,647
59,106,17,88,643
61,105,14,90,640
53,105,20,89,649
62,110,17,86,646
55,105,15,84,648
56,106,18,87,647
56,104,18,86,647
61,104,18,83,646
62,105,17,87,645
63,102,17,87,644
58,109,18,85,647
58,105,16,85,648
60,103,17,87,649
56,100,15,87,644
53,106,15,96,659
73,104,8,92,655
66,97,11,96,662
58,94,19,79,657
45,120,24,75,645
60,106,19,91,660
44,113,29,84,651
64,106,7,94,655
58,105,17,87,651
59,107,15,88,650
61,103,16,81,648
63,104,18,87,649
57,108,16,85,645
58,107,21,87,646
58,101,15,82,645
63,101,16,90,648
59,108,17,89,641
57,105,16,91,641
61,96,13,85,641
56,103,13,90,646
58,102,10,84,647
57,108,29,95,662
71,110,16,93,658
58,120,34,90,666
52,100,15,82,639
65,100,12,91,651
58,102,14,90,651
58,108,16,87,649
66,107,17,88,643
60,104,11,89,648
