MQ2,MQ3,MQ5,MQ8,MQ135
77,238,92,269,971
86,237,94,267,979
65,234,105,262,996
95,223,102,268,994
73,257,101,262,997
67,245,92,272,973
86,235,109,275,973
76,228,105,260,986
72,245,101,277,979
93,228,101,260,973
83,237,95,263,979
78,235,98,258,982
79,231,99,263,979
80,242,96,263,977
77,235,92,263,980
75,227,92,266,969
85,235,86,260,974
81,239,95,263,978
72,238,92,263,977
76,235,98,261,980
80,237,91,262,982
78,239,94,263,974
83,236,92,266,982
80,231,95,263,978
77,230,91,260,976
78,231,96,257,972
79,238,93,263,978
78,233,95,261,980
80,235,92,262,977
81,232,97,259,981
79,240,91,267,982
80,235,97,255,977
76,234,95,259,976
75,232,90,259,984
77,235,97,258,979
77,234,96,266,976
79,238,92,262,975
77,239,94,259,971
82,232,96,252,973
82,233,100,268,979
95,237,110,277,997
90,245,101,261,979
85,251,82,262,970
74,243,92,254,981
77,251,98,262,988
92,230,102,273,970
88,248,108,266,997
79,229,100,261,980
75,230,98,258,977
77,236,95,264,978
79,226,94,257,979
80,238,95,264,974
77,238,101,258,982
81,235,91,263,980
77,230,102,262,994
85,248,99,272,993
94,226,93,265,975
69,236,107,260,997
94,240,110,272,984
72,233,95,264,992
95,226,100,259,995
97,224,110,274,988
80,228,87,277,974
87,238,92,267,975
81,233,99,261,983
78,235,89,264,975
80,230,92,262,976
72,237,92,264,977
79,232,96,258,977
78,235,96,261,977
99,243,101,259,973
99,241,92,266,970
72,253,91,274,995
88,248,85,248,977
84,249,81,253,988
93,247,88,268,983
68,246,105,263,970
85,227,102,271,993
84,234,94,266,973
81,235,92,266,974
80,230,93,264,980
80,237,97,262,975
81,236,94,243,977
78,232,94,268,969
81,234,94,264,979
85,229,100,259,974
76,231,91,256,990
94,246,112,271,1002
93,226,94,253,972
69,250,91,277,981
78,248,109,266,970
68,233,89,254,996
78,238,87,261,980
71,228,93,260,992
85,230,96,264,979
81,232,95,262,977
72,233,90,267,980
74,227,95,260,973
77,233,96,263,985
75,239,100,262,977
82,233,97,265,975
79,235,93,267,981
84,238,97,261,979
76,233,97,263,976
83,232,103,264,978
74,237,97,266,978
78,230,91,270,980
80,234,95,261,983
80,227,97,261,978
63,241,88,253,977
78,225,89,268,997
82,246,90,282,976
68,240,87,260,996
96,238,105,273,980
75,231,90,272,983
79,230,95,258,978
82,234,94,264,979
85,234,84,263,979
78,231,98,263,977
86,237,91,233,983
77,232,97,264,978
78,227,99,262,977
74,230,83,272,977
82,249,98,266,982
76,226,91,255,993
98,242,95,276,979
78,237,97,267,974
91,251,97,275,989
69,231,81,279,983
76,246,113,255,972
67,240,87,281,992
87,234,94,263,978
80,235,98,256,976
79,233,91,260,974
79,237,99,255,973
81,233,95,264,976
75,238,98,261,977
83,234,93,262,976
71,231,95,258,975
82,229,100,258,976
74,238,93,258,978
79,235,94,257,975
77,237,95,258,983
75,234,104,268,974
77,235,96,258,978
84,233,96,239,970
81,230,99,255,975
82,236,96,258,982
82,231,96,262,980
79,228,96,260,975
76,239,102,264,977
85,232,97,259,977
84,237,93,263,978
81,239,94,263,977
79,240,91,262,976
81,232,86,263,982
75,239,101,257,984
75,236,95,258,978
79,239,100,264,977
80,233,98,256,978
80,239,102,262,975
78,238,94,262,978
75,232,95,258,979
74,229,101,260,979
85,231,98,261,975
74,230,97,262,978
82,231,96,258,981
80,232,77,263,982
83,228,97,263,977
79,234,91,265,978
72,233,98,264,984
83,241,92,267,974
82,237,95,262,978
78,231,93,263,974
75,237,95,263,971
86,235,95,266,977
76,236,88,264,976
82,230,96,268,975
82,233,92,263,973
81,235,94,265,976
82,231,92,261,979
81,234,96,262,968
85,232,96,264,980
84,234,99,266,977
74,232,96,265,979
78,233,98,262,983
79,236,87,268,971
77,237,93,264,980
77,231,95,269,977
86,234,93,260,977
83,229,96,268,980
78,231,97,263,977
82,234,93,260,977
80,231,96,265,975
82,236,93,264,977
77,232,96,266,977
84,234,96,263,976
81,231,94,264,978
82,235,98,262,976
80,238,95,265,981
73,236,96,263,982
78,227,95,260,979
76,233,97,268,976
80,233,94,262,926
79,231,99,262,977
83,233,89,265,973
79,243,93,265,975
79,227,90,265,976
79,236,96,263,978
83,234,93,267,972
84,235,93,261,978
76,232,94,264,979
79,235,99,268,982
81,236,90,264,975
69,235,92,268,971
77,233,94,260,973
79,238,92,261,977
76,229,94,262,975
82,232,92,266,980
80,233,98,260,978
77,233,94,266,976
77,228,93,268,976
77,238,93,261,982
80,238,100,269,979
84,237,92,266,978
80,238,93,270,979
88,228,94,266,976
80,232,97,263,978
78,237,87,266,971
82,237,92,264,972
79,239,91,263,975
77,233,94,263,970
83,235,94,264,974
79,234,94,263,978
78,232,93,265,974
79,233,91,261,977
80,236,93,265,978
76,234,96,265,976
76,243,93,266,975
81,232,93,267,975
82,237,93,261,974
83,234,91,262,974
76,229,86,266,973
80,234,92,262,978
82,240,94,265,971
81,232,93,261,985
81,237,100,266,980
74,230,94,260,978
78,238,90,264,981
79,235,93,262,981
74,229,91,262,973
76,234,95,263,981
80,235,97,264,976
78,231,94,262,978
75,233,93,272,976
79,239,94,263,974
79,229,92,258,974
75,227,100,264,980
79,231,90,265,969
83,232,96,264,972
87,233,91,257,980
86,229,90,261,979
79,233,92,269,979
82,233,98,267,978
79,237,91,270,975
77,237,88,263,974
78,233,92,264,981
83,236,93,259,974
78,236,87,269,979
87,230,90,260,980
80,236,92,255,979
74,237,97,260,977
74,237,93,265,973
79,235,96,268,980
79,237,97,262,981
72,233,91,256,975
78,233,93,264,976
81,238,92,263,977
80,238,89,263,977
82,232,89,266,983
76,228,97,268,974
79,230,93,265,979
75,238,92,266,977
82,234,96,260,975
80,235,94,259,978
79,233,94,263,976
77,231,98,264,982
78,235,97,267,975
80,233,90,266,978
78,233,89,270,976
79,239,90,266,977
81,230,94,262,975
74,233,97,265,980
75,237,93,264,980
75,236,94,264,978
77,232,91,262,979
81,236,98,267,975
80,232,98,267,975
79,231,97,261,979
77,232,93,258,977
72,236,98,264,978
77,236,96,267,976
79,229,98,262,987
82,235,97,256,975
88,231,95,263,987
78,234,96,267,976
82,233,98,268,977
80,233,98,265,981
80,235,92,262,978
81,236,93,267,976
81,232,98,268,979
74,237,93,269,975
77,238,94,268,976
83,232,96,262,976
81,231,100,266,983
78,230,96,274,974
76,243,91,267,978
79,235,99,266,983
81,230,91,272,976
82,234,92,264,979
83,234,95,267,975
84,231,95,266,977
74,234,95,268,973
84,233,95,267,980
78,232,95,266,979
80,230,97,274,977
75,233,92,267,984
75,236,92,263,978
79,239,93,266,976
76,233,91,267,977
79,239,90,261,978
86,231,98,266,975
78,232,94,264,976
78,233,92,267,983
78,230,87,266,983
79,237,93,261,979
78,227,88,268,968
79,233,95,265,978
75,237,90,264,978
73,235,93,272,975
79,242,95,266,975
79,235,95,265,975
82,229,95,262,977
84,238,89,263,973
75,233,93,264,974
82,230,90,264,975
78,234,93,263,974
74,232,99,266,978
77,230,95,260,976
77,236,96,264,981
79,232,93,258,976
82,235,91,266,980
81,233,95,260,974
81,238,95,266,984
80,234,89,266,979
79,230,98,266,977
81,235,96,261,973
75,231,95,263,970
81,234,90,264,979
83,238,89,263,978
85,236,95,262,974
77,232,97,270,975
84,230,90,270,976
80,241,94,270,976
82,233,93,266,976
76,228,95,265,975
80,236,93,264,979
79,228,89,264,978
83,234,92,271,979
79,235,98,267,976
80,237,91,264,973
90,233,91,265,978
83,231,93,262,975
79,231,88,263,981
79,234,98,264,977
78,233,98,267,977
81,239,92,265,982
82,236,97,262,983
88,237,91,264,977
77,226,91,263,979
77,237,93,262,981
83,231,93,262,977
81,228,96,261,980
78,229,97,264,978
78,242,87,268,976
80,238,91,263,983
83,226,93,267,981
79,234,95,265,972
76,211,94,265,977
77,232,98,260,978
81,241,91,267,975
79,231,94,256,973
83,235,92,257,985
77,232,94,261,974
79,230,95,257,977
69,233,92,261,976
81,238,91,263,978
82,230,91,263,978
85,236,94,259,949
74,232,94,257,980
82,228,96,257,975
80,233,97,260,974
80,239,95,260,971
75,231,92,258,984
73,228,94,259,978
78,232,95,262,977
77,231,97,255,981
77,236,91,255,970
80,231,99,260,976
85,231,95,264,977
77,237,90,265,976
81,235,93,258,974
78,231,95,264,979
83,230,98,264,978
86,228,93,262,975
79,229,96,263,974
75,227,94,264,977
75,232,99,257,980
86,228,92,259,977
85,230,92,262,975
76,235,95,258,969
70,231,97,262,973
80,233,96,261,972
80,240,97,268,982
78,238,91,260,975
79,233,96,263,978
84,227,91,262,974
76,233,94,269,979
84,237,98,257,972
83,230,93,263,978
78,228,90,258,980
73,234,96,259,978
75,231,96,260,978
82,235,91,259,975
76,230,95,264,978
75,229,89,259,973
85,234,93,261,974
77,237,102,262,977
85,233,93,264,980
86,230,95,261,983
81,232,91,259,977
77,232,92,263,979
83,235,92,264,976
80,233,88,261,977
78,234,94,262,983
82,238,94,267,976
80,234,90,268,975
78,236,98,265,976
81,238,94,257,974
79,232,96,266,977
77,226,92,258,981
79,237,92,260,975
83,235,91,262,974
80,236,99,261,974
82,229,94,263,978
79,235,95,263,970
78,236,96,265,969
81,231,93,261,979
82,226,93,260,969
77,240,96,255,974
76,233,96,261,976
77,228,94,261,974
77,236,96,262,977
81,244,97,262,968
78,229,93,265,972
79,235,89,261,973
81,231,91,263,978
80,227,96,261,975
83,237,93,264,973
82,232,91,263,972
75,232,95,267,972
79,233,89,262,978
81,233,90,260,972
80,240,91,259,974
78,236,100,264,977
76,233,95,259,978
76,230,92,259,978
81,239,98,267,978
87,240,96,265,977
76,233,97,265,972
84,240,96,263,974
74,228,97,264,975
77,231,95,260,979
77,229,97,261,976
81,232,96,263,976
78,238,100,262,982
75,232,92,262,973
72,233,91,264,973
81,239,97,263,978
77,234,92,263,974
77,235,94,266,977
79,237,95,260,976
79,240,91,264,973
84,238,93,263,972
77,238,99,258,969
80,234,97,259,974
81,237,92,265,967
81,233,94,258,969
85,249,97,263,977
98,246,86,255,995
76,249,106,270,976
93,227,92,259,969
71,230,107,278,984
86,235,105,271,985
70,211,78,258,982
80,229,89,266,973
76,240,99,268,983
80,229,95,271,976
78,233,94,259,977
81,237,95,260,978
79,232,94,264,976
78,236,96,266,983
69,236,84,262,977
74,254,85,281,988
93,234,110,271,967
83,250,97,253,970
74,246,100,258,984
87,251,105,266,997
90,225,106,283,979
85,227,84,251,972
63,230,90,279,997
78,231,92,267,971
77,230,93,260,977
79,236,96,266,976
78,228,88,267,978
77,233,100,259,977
80,233,98,264,976
84,239,97,262,980
78,234,96,268,993
99,238,91,254,985
84,226,88,270,995
82,248,111,273,998
78,244,111,262,973
74,251,82,255,980
70,237,89,269,971
79,240,96,283,969
85,240,96,264,971
77,230,94,262,978
85,232,97,259,976
77,234,99,262,975
79,236,100,268,978
75,231,92,263,978
77,233,102,259,975
78,229,100,258,972
76,233,93,262,978
78,236,90,265,982
75,232,94,261,981
86,234,88,268,977
78,232,94,264,975
79,235,90,264,981
80,236,95,268,975
79,231,90,261,977
79,235,91,262,978
80,232,98,262,976
82,229,101,269,978
72,233,96,264,976
78,239,89,265,981
76,238,88,271,974
79,235,93,261,977
86,237,91,265,971
85,229,94,269,973
81,230,99,265,973
84,232,94,265,976
79,236,92,265,979
75,233,97,264,978
80,231,94,258,981
85,232,97,266,969
80,230,94,261,981
83,235,100,264,979
79,235,89,265,976
81,240,91,259,978
81,234,100,263,976
80,239,95,260,975
84,232,99,266,977
79,230,90,257,977
82,236,97,265,969
80,230,95,259,978
85,231,91,266,986
77,239,95,265,978
79,231,98,270,975
79,232,95,264,979
81,236,97,257,978
84,236,93,266,979
81,235,92,263,979
77,234,96,263,975
79,231,94,264,977
85,226,100,263,978
81,237,90,263,974
82,232,94,266,978
78,231,86,265,981
75,232,97,266,979
80,229,101,263,981
81,233,90,266,979
81,232,93,261,976
78,233,89,265,978
78,238,95,261,977
82,230,92,266,980
78,232,96,265,983
78,230,93,264,978
81,237,91,266,974
79,231,92,262,976
82,233,94,269,974
81,230,89,265,972
80,231,97,266,976
74,235,92,262,980
80,234,93,266,974
78,226,95,267,981
82,233,94,265,973
86,231,103,268,978
80,233,95,268,971
81,232,94,267,974
84,232,94,268,978
86,231,94,269,975
79,237,93,264,976
81,237,89,269,978
82,237,99,236,980
80,229,95,261,977
81,237,96,266,975
74,231,88,261,977
73,229,92,265,979
76,242,93,261,977
83,237,92,267,978
81,237,93,269,976
81,230,97,262,982
78,230,94,265,976
82,232,89,262,974
83,239,89,264,978
76,231,94,265,981
75,231,92,262,975
74,234,91,264,979
77,223,98,261,981
80,235,91,265,974
82,234,90,260,974
75,235,95,269,977
81,235,91,261,976
83,230,90,264,981
74,236,93,263,973
84,233,96,259,978
78,229,93,259,976
79,231,92,260,976
82,232,90,258,980
72,248,98,262,994
90,240,90,253,979
85,244,95,265,985
72,228,93,257,993
70,226,107,273,979
92,226,105,262,986
78,226,94,251,984
84,235,94,259,977
75,235,93,267,973
81,234,91,259,974
73,230,94,264,979
80,233,94,258,974
75,233,94,264,978
82,239,91,261,978
87,236,91,262,977
75,225,90,249,985
94,225,109,270,997
74,226,88,252,989
86,219,102,275,981
84,249,103,266,989
69,227,105,260,993
90,225,104,253,994
79,224,86,257,976
82,234,91,263,976
85,236,91,259,979
82,233,93,262,982
84,228,90,258,983
74,230,92,258,980
77,236,91,260,977
72,233,94,267,982
77,254,103,276,998
73,248,97,262,978
82,233,94,264,976
76,238,95,263,971
75,233,93,259,981
79,236,88,259,979
79,234,91,259,973
79,229,91,265,977
78,234,90,265,975
82,229,97,260,974
83,226,90,264,982
73,235,88,265,977
74,233,87,264,976
78,231,91,264,977
76,229,92,265,978
79,233,90,261,981
83,239,97,265,975
77,237,89,267,973
86,234,90,270,969
86,234,101,256,977
72,235,86,257,995
87,242,91,259,996
92,225,98,262,1002
97,227,92,261,979
84,244,87,267,978
75,236,97,264,974
87,235,89,264,976
85,233,93,260,972
83,240,90,267,979
76,240,90,265,980
79,234,90,266,980
84,233,94,269,978
79,233,96,266,977
79,230,92,269,978
81,234,91,264,982
77,231,91,266,996
81,252,95,287,989
67,238,94,287,989
73,236,100,268,994
101,234,100,276,985
77,243,89,272,992
83,235,92,266,972
79,232,89,268,979
77,232,90,265,979
75,235,92,265,981
75,235,83,264,979
79,236,93,264,975
79,236,91,271,977
80,234,93,269,979
77,223,106,270,975
84,247,83,260,993
92,232,104,272,984
81,252,88,261,1000
97,243,85,273,995
79,247,83,253,977
93,233,103,272,990
68,222,85,252,989
67,229,89,267,980
81,232,92,262,976
79,210,90,265,978
78,237,99,265,979
82,233,93,264,974
78,233,97,266,983
86,232,94,263,978
77,236,105,270,976
84,224,107,258,979
88,226,108,268,986
72,234,92,272,994
79,256,85,262,979
92,247,101,257,974
78,227,110,280,983
92,227,93,283,976
88,221,106,269,977
85,229,95,271,980
81,233,97,265,976
81,235,94,262,977
83,215,91,271,977
78,237,95,267,974
82,231,92,272,969
82,237,103,267,984
78,236,95,267,982
79,233,92,269,980
78,238,97,263,975
80,227,91,267,973
82,230,98,270,975
76,207,92,265,979
77,236,97,265,980
80,235,91,271,977
78,236,93,270,977
76,236,87,268,977
75,236,94,271,977
82,239,94,270,972
71,234,93,261,978
82,227,97,260,982
78,240,89,270,976
83,235,93,268,982
81,237,100,270,979
83,232,92,268,976
78,239,92,267,977
82,234,96,264,975
80,228,95,264,980
79,232,93,266,977
76,229,91,269,981
80,238,92,263,972
79,233,97,263,979
81,234,94,270,974
78,230,95,268,977
83,237,85,269,981
81,234,95,262,981
78,235,97,265,977
78,239,93,266,980
78,233,93,261,975
82,241,94,265,976
78,231,97,264,979
84,233,92,264,972
84,229,90,265,978
81,229,93,268,974
76,233,93,267,982
78,232,90,265,974
75,232,93,267,977
85,238,89,266,977
80,233,91,261,973
78,235,99,266,978
85,235,90,265,976
77,230,94,269,980
86,236,88,263,974
78,236,93,261,980
81,229,96,261,972
85,238,96,266,980
84,231,95,269,976
74,234,92,263,974
80,237,101,263,979
79,234,95,263,978
82,233,92,265,980
86,236,91,263,977
78,232,94,267,979
81,234,94,263,978
81,233,90,264,970
81,234,98,268,979
76,236,92,264,982
83,236,92,266,978
74,232,94,267,984
84,234,89,264,978
76,232,98,266,975
80,232,96,266,977
79,236,93,267,976
78,234,88,269,981
76,237,91,263,979
75,234,91,261,973
75,234,95,263,976
79,234,93,262,978
80,232,94,262,982
80,236,99,260,974
77,234,90,259,984
81,232,88,266,978
82,237,95,264,975
78,232,91,257,975
78,236,91,262,973
79,228,99,266,983
77,236,93,266,978
83,233,96,265,981
79,239,95,262,968
78,233,94,262,978
79,233,95,265,979
83,233,87,259,982
80,232,92,264,978
78,236,93,265,980
82,229,88,267,979
80,233,92,267,976
83,232,94,260,976
82,230,92,263,980
79,232,96,259,974
80,227,97,270,980
83,238,91,271,984
78,231,92,270,979
82,240,91,264,976
73,230,92,262,974
81,234,90,263,974
77,236,95,267,975
82,231,87,264,976
80,230,96,267,974
75,232,91,265,977
80,234,90,265,972
83,237,90,265,974
85,236,93,258,975
78,235,97,268,976
79,229,94,264,976
78,227,96,262,978
84,233,93,264,970
86,237,95,271,979
79,229,98,267,979
81,238,90,262,983
81,234,93,267,977
82,234,96,270,973
79,231,79,268,979
74,228,93,264,973
81,235,95,264,979
77,232,92,264,976
80,233,91,262,975
82,237,93,263,982
81,236,87,264,970
77,234,90,260,978
78,230,94,260,980
81,232,93,262,978
76,227,89,263,978
78,231,88,265,979
77,231,95,262,978
82,238,96,262,978
77,232,95,265,978
83,232,89,265,973
76,240,95,267,975
81,233,92,269,980
79,231,99,263,973
81,229,89,262,978
86,231,93,267,978
78,231,94,263,970
73,227,97,265,971
81,227,94,262,978
77,227,91,265,979
78,234,92,263,976
78,234,94,265,980
80,239,95,265,975
82,226,91,266,982
78,236,94,268,981
80,231,90,264,977
75,235,89,263,980
86,230,95,261,973
80,232,93,262,982
80,232,90,266,976
83,235,92,263,977
81,232,95,264,979
80,232,95,266,981
82,234,83,260,979
82,238,93,264,980
75,236,88,262,976
81,226,96,262,970
83,228,97,265,978
80,233,91,263,975
77,235,91,261,976
83,229,90,268,975
81,232,97,263,976
82,236,93,263,975
77,233,89,262,977
82,229,86,265,981
79,231,96,262,977
80,235,93,267,976
78,231,95,256,981
77,229,91,262,975
84,233,88,258,982
82,241,91,264,976
85,228,94,266,977
74,234,87,264,977
82,233,92,264,977
78,233,94,258,978
83,234,90,270,976
76,233,95,264,976
79,234,94,261,979
85,239,92,264,974
77,242,95,263,975
81,233,94,258,975
82,234,92,266,978
81,235,94,264,984
80,232,91,265,979
77,237,91,268,979
79,233,93,261,981
79,233,94,263,977
73,237,90,268,986
82,234,97,276,975
83,238,86,271,978
74,225,92,262,969
82,235,96,268,971
80,230,90,260,979
81,227,95,263,975
95,231,86,256,978
68,237,84,258,999
66,222,101,257,998
83,229,97,266,975
78,228,96,261,971
78,230,87,268,971
70,233,96,267,979
78,233,91,262,974
86,228,94,260,981
77,239,87,269,977
77,234,89,267,981
82,232,94,269,980
79,239,90,259,980
78,230,92,269,972
97,242,113,276,979
91,221,101,270,970
90,251,101,258,990
77,256,78,255,995
93,247,100,274,977
84,234,92,267,976
84,233,97,262,983
83,234,96,261,977
81,234,93,268,978
85,233,90,259,979
77,238,96,268,973
84,232,88,266,980
83,232,93,266,975
81,232,90,263,974
81,234,91,264,978
81,233,95,262,979
82,237,91,266,972
82,230,96,262,976
80,234,92,260,978
79,232,95,265,981
85,230,94,262,981
82,237,91,270,979
77,235,94,260,983
85,232,85,265,983
76,232,93,269,979
80,239,101,265,978
83,230,96,266,977
76,235,89,264,976
87,230,87,265,982
80,232,94,267,973
76,235,93,263,977
75,230,94,265,977
79,236,94,270,982
81,234,93,266,978
73,242,92,271,972
75,228,95,267,980
81,231,98,265,982
83,232,95,265,976
78,228,92,269,980
71,235,93,263,985
81,232,97,265,981
81,235,91,265,977
83,232,91,262,980
81,236,92,273,974
80,236,94,266,978
77,230,97,263,975
78,233,94,266,977
81,235,93,264,978
79,229,98,266,979
81,234,97,264,977
83,230,90,266,981
77,231,97,267,979
77,237,94,266,978
81,231,91,265,981
80,231,86,266,978
86,234,91,269,976
80,231,95,268,975
77,235,95,264,973
88,236,97,272,982
82,231,96,265,972
85,230,89,266,980
80,233,79,268,981
85,233,94,264,976
79,230,98,262,970
75,234,97,244,980
84,234,98,265,976
80,233,93,263,984
77,234,92,262,971
76,228,93,263,976
85,230,90,263,971
80,231,90,268,975
76,229,92,261,977
83,234,93,264,983
81,229,92,266,976
81,232,93,261,978
77,229,89,263,983
84,238,92,268,982
78,227,95,263,975
90,236,91,264,976
80,238,94,270,967
78,239,95,264,976
74,231,96,267,984
79,228,91,266,980
82,238,91,262,980
76,224,91,268,983
85,235,91,265,980
83,231,99,262,977
78,236,90,266,978
87,234,94,272,974
85,237,96,268,982
76,228,94,266,980
87,230,94,266,981
79,237,96,262,980
79,232,92,266,967
82,233,90,266,978
78,234,98,264,970
80,231,92,265,975
78,234,94,264,976
81,236,98,259,985
83,232,94,268,980
82,228,90,263,980
81,231,93,269,981
81,232,93,268,981
83,235,93,265,974
78,232,101,265,982
81,231,92,268,978
80,239,92,268,979
74,235,95,268,975
82,232,94,270,979
80,233,99,266,980
78,235,94,265,977
79,237,95,268,980
82,232,94,269,972
80,230,90,259,977
88,232,94,270,983
76,234,94,262,977
79,233,95,268,976
73,235,94,269,980
88,232,93,271,976
80,234,93,268,976
82,233,93,265,982
77,234,94,261,976
82,232,95,265,976
78,230,95,262,978
78,236,93,262,976
77,231,92,264,977
81,231,95,266,980
81,234,93,267,975
73,238,97,265,977
77,235,88,266,973
81,232,96,263,976
82,240,92,266,976
78,232,90,267,989
68,242,90,269,986
82,244,83,261,985
96,248,98,283,977
69,227,109,284,973
77,232,111,259,998
96,248,85,254,990
80,242,93,278,996
83,230,91,259,985
84,237,88,263,980
74,233,91,267,980
81,236,95,264,978
81,232,94,269,979
82,233,94,266,974
79,238,89,267,979
77,231,90,265,972
76,231,95,261,1000
72,243,78,265,990
95,225,110,274,977
98,230,101,276,968
73,245,89,265,975
81,229,92,265,979
83,235,90,265,980
76,229,92,262,982
82,236,95,239,980
82,234,97,269,977
75,233,95,263,977
84,235,91,263,970
76,230,91,262,983
77,230,94,264,977
79,238,98,263,982
83,231,94,262,979
87,233,97,265,977
69,224,100,254,990
83,223,101,273,982
73,236,86,275,973
74,225,109,268,988
84,227,88,278,978
98,242,89,256,999
78,234,96,259,973
78,238,89,264,974
80,237,90,262,982
76,238,93,263,977
80,235,94,264,985
81,226,91,259,973
83,233,92,263,979
83,237,92,268,975
83,232,94,260,982
79,235,90,256,979
83,238,93,252,979
86,233,87,264,979
84,231,91,259,981
78,233,97,266,976
83,229,95,259,980
79,229,95,260,982
80,230,98,265,977
84,235,93,267,978
83,232,96,258,971
78,235,93,262,976
76,209,98,264,977
83,232,90,263,978
80,231,95,255,970
85,238,92,267,972
80,234,89,269,978
85,233,93,260,978
81,233,92,258,974
76,234,92,261,980
77,236,96,261,983
77,237,94,264,981
79,235,92,261,976
83,235,97,263,979
80,233,92,260,974
85,237,100,261,979
81,232,93,262,979
77,242,93,265,972
82,238,92,263,980
81,236,90,264,970
85,236,94,272,981
86,235,100,258,980
79,232,95,263,974
84,235,89,265,976
79,234,92,265,978
78,233,92,263,978
78,232,88,262,977
79,236,95,268,980
72,233,94,262,980
78,234,95,259,974
77,232,98,264,980
81,229,99,261,978
81,233,93,262,978
83,240,87,262,986
78,235,94,258,977
83,230,96,262,974
81,236,95,258,974
82,233,94,260,977
88,230,89,262,977
77,237,99,268,981
87,228,97,257,981
79,234,90,261,984
81,238,94,259,983
83,235,97,263,980
84,236,97,256,978
84,236,95,261,980
81,240,95,262,976
79,237,98,258,981
82,236,93,259,977
78,232,94,264,977
84,236,96,260,985
75,231,89,258,976
79,232,94,266,980
77,229,97,257,978
81,230,98,256,984
78,233,98,263,975
85,232,95,259,981
88,228,93,262,976
79,239,97,256,981
75,229,93,262,977
80,232,97,259,976
77,228,93,260,980
83,236,97,258,982
86,234,93,259,972
77,233,91,263,982
79,234,94,261,978
82,237,96,260,985
84,230,93,261,972
75,234,98,260,974
82,235,100,253,980
79,233,92,255,982
78,238,96,252,979
81,231,98,258,982
75,236,95,259,978
84,227,93,258,981
78,232,94,256,978
77,236,92,257,981
79,235,101,261,979
76,240,95,261,975
85,230,91,252,976
73,230,98,252,979
83,229,94,256,978
81,238,92,262,985
79,233,96,253,976
79,235,96,252,977
83,236,97,257,982
80,237,92,252,983
76,234,93,247,971
78,232,92,254,979
79,233,97,254,983
86,227,97,253,974
72,232,86,260,979
82,231,98,255,984
83,231,96,250,979
80,239,95,255,980
84,238,91,257,984
81,234,98,248,981
82,233,87,254,979
77,237,96,256,977
80,234,91,261,976
88,232,91,260,979
86,232,92,256,980
77,232,92,255,984
78,236,91,253,979
83,227,90,258,975
79,233,88,252,984
76,230,89,251,979
79,235,97,251,979
77,224,96,256,984
87,234,94,253,978
82,235,93,255,981
77,231,90,251,980
82,235,93,250,974
78,231,89,258,979
78,232,93,253,984
86,239,86,252,981
78,233,87,267,977
92,234,108,262,970
95,230,107,273,978
96,237,81,264,978
79,246,86,257,993
98,241,82,246,986
69,243,93,243,974
80,241,92,242,999
84,236,87,254,976
79,232,93,259,977
86,232,100,254,980
83,239,88,259,984
78,231,86,252,979
76,235,86,252,978
83,230,90,252,977
78,233,89,251,985
86,232,88,254,983
85,232,93,254,980
83,235,94,258,972
85,236,92,255,977
87,233,85,253,973
88,235,94,260,981
77,231,91,259,968
76,227,91,256,970
78,228,94,256,973
79,231,90,256,982
85,239,89,263,977
80,232,93,254,981
80,234,90,258,976
87,233,90,259,981
80,231,94,260,973
83,233,103,267,996
74,251,93,250,997
78,251,94,263,989
77,254,91,258,993
75,250,80,259,985
71,233,94,253,981
86,223,105,271,994
84,248,104,271,988
89,226,90,253,980
82,232,92,263,978
79,228,92,255,983
80,233,93,255,981
80,228,90,257,981
81,231,88,255,979
82,238,98,256,977
80,209,90,263,979
83,237,86,262,975
78,230,95,254,976
84,235,88,258,970
81,236,86,265,984
78,228,92,259,980
82,236,88,261,977
83,227,91,257,980
74,230,91,257,985
71,227,92,259,979
79,242,99,259,976
89,237,92,258,977
86,232,92,265,977
83,230,88,258,976
79,232,87,259,983
83,227,91,254,978
82,233,90,257,979
81,231,90,254,976
81,232,94,259,981
82,234,90,257,980
79,235,89,262,974
76,238,88,264,976
80,231,96,261,976
83,231,88,254,975
83,234,90,259,979
84,235,95,259,973
80,238,86,258,981
81,235,91,256,979
84,234,92,256,977
82,234,92,263,975
80,233,90,264,980
77,231,91,261,977
83,232,94,257,975
80,228,97,255,972
80,234,89,257,980
77,225,92,258,981
81,230,90,258,978
83,232,87,260,979
82,234,94,256,984
79,232,96,261,985
77,241,101,259,977
81,238,89,259,980
83,232,90,258,982
82,235,85,258,978
84,232,92,255,979
82,234,87,264,977
77,231,92,255,971
80,222,90,260,981
80,229,95,250,979
81,239,92,257,982
83,231,86,257,975
86,234,92,258,978
80,231,95,259,979
81,236,92,260,979
84,238,90,261,983
75,234,96,253,979
77,226,91,258,983
83,228,92,256,971
78,232,87,261,975
87,233,88,261,983
82,233,87,256,983
75,232,93,261,981
86,237,90,256,981
76,232,93,256,981
83,232,92,254,978
79,233,91,233,976
87,236,90,257,981
80,239,92,259,974
78,230,91,257,982
87,230,92,256,978
79,229,90,265,976
82,233,90,260,976
74,235,95,258,980
77,232,93,259,976
83,230,84,262,982
78,230,87,260,975
84,233,91,254,975
79,233,94,254,985
77,236,91,263,977
82,231,94,259,973
83,225,87,258,979
84,232,91,257,979
81,232,93,259,981
80,241,89,256,977
80,234,86,258,980
76,234,88,260,973
81,238,87,260,974
81,231,92,257,979
